id,UNIVERSE,SYMBOL
644,NIFTY MID-SMALL,MPHASIS
645,NIFTY MID-SMALL,MRF
646,NIFTY MID-SMALL,NAVINFLUOR
647,NIFTY MID-SMALL,NMDC
648,NIFTY MID-SMALL,OBEROIRLTY
649,NIFTY MID-SMALL,PAGEIND
650,NIFTY MID-SMALL,PEL
651,NIFTY MID-SMALL,PERSISTENT
652,NIFTY MID-SMALL,PETRONET
653,NIFTY MID-SMALL,PFC
654,NIFTY MID-SMALL,POLYCAB
655,NIFTY MID-SMALL,RAMCOCEM
656,NIFTY MID-SMALL,RECLTD
657,NIFTY MID-SMALL,SAIL
658,NIFTY MID-SMALL,SUNTV
659,NIFTY MID-SMALL,SYNGENE
660,NIFTY MID-SMALL,TATACHEM
661,NIFTY MID-SMALL,TATACOMM
662,NIFTY MID-SMALL,UBL
663,NIFTY MID-SMALL,VOLTAS
664,NIFTY MID-SMALL,ZEEL
665,NIFTY MID-SMALL,AARTIIND
666,NIFTY MID-SMALL,ABBOTINDIA
667,NIFTY MID-SMALL,ATUL
668,NIFTY MID-SMALL,BALRAMCHIN
669,NIFTY MID-SMALL,BSOFT
670,NIFTY MID-SMALL,CANFINHOME
671,NIFTY MID-SMALL,CHAMBLFERT
672,NIFTY MID-SMALL,CUB
673,NIFTY MID-SMALL,DELTACORP
674,NIFTY MID-SMALL,EXIDEIND
675,NIFTY MID-SMALL,GLENMARK
676,NIFTY MID-SMALL,GMRINFRA
677,NIFTY MID-SMALL,GNFC
678,NIFTY MID-SMALL,GRANULES
679,NIFTY MID-SMALL,HINDCOPPER
680,NIFTY MID-SMALL,IDFC
681,NIFTY MID-SMALL,IEX
682,NIFTY MID-SMALL,INDIACEM
683,NIFTY MID-SMALL,INDIAMART
684,NIFTY MID-SMALL,JKCEMENT
685,NIFTY MID-SMALL,MANAPPURAM
686,NIFTY MID-SMALL,MCX
687,NIFTY MID-SMALL,METROPOLIS
688,NIFTY MID-SMALL,MGL
689,NIFTY MID-SMALL,NATIONALUM
690,NIFTY MID-SMALL,OFSS
691,NIFTY MID-SMALL,PVRINOX
692,NIFTY MID-SMALL,RBLBANK
693,NIFTY MID-SMALL,APLAPOLLO
694,NIFTY MID-SMALL,BANKINDIA
695,NIFTY MID-SMALL,BDL
696,NIFTY MID-SMALL,CGPOWER
697,NIFTY MID-SMALL,DELHIVERY
698,NIFTY MID-SMALL,DEVYANI
699,NIFTY MID-SMALL,FACT
700,NIFTY MID-SMALL,FLUOROCHEM
701,NIFTY MID-SMALL,FORTIS
702,NIFTY MID-SMALL,GLAND
703,NIFTY MID-SMALL,INDIANB
704,NIFTY MID-SMALL,IRFC
705,NIFTY MID-SMALL,JSWENERGY
706,NIFTY MID-SMALL,KPITTECH
707,NIFTY MID-SMALL,LODHA
708,NIFTY MID-SMALL,MANKIND
709,NIFTY MID-SMALL,MAXHEALTH
710,NIFTY MID-SMALL,MAZDOCK
711,NIFTY MID-SMALL,MSUMI
712,NIFTY MID-SMALL,NHPC
713,NIFTY MID-SMALL,NYKAA
714,NIFTY MID-SMALL,OIL
715,NIFTY MID-SMALL,PATANJALI
716,NIFTY MID-SMALL,PAYTM
717,NIFTY MID-SMALL,POLICYBZR
718,NIFTY MID-SMALL,POONAWALLA
719,NIFTY MID-SMALL,PRESTIGE
720,NIFTY MID-SMALL,RVNL
721,NIFTY MID-SMALL,SONACOMS
722,NIFTY MID-SMALL,TATAELXSI
723,NIFTY MID-SMALL,TIINDIA
724,NIFTY MID-SMALL,TORNTPOWER
725,NIFTY MID-SMALL,UNIONBANK
726,NIFTY MID-SMALL,YESBANK
727,NIFTY MID-SMALL,360ONE
728,NIFTY MID-SMALL,3MINDIA
729,NIFTY MID-SMALL,AARTIDRUGS
730,NIFTY MID-SMALL,AAVAS
731,NIFTY MID-SMALL,ACI
732,NIFTY MID-SMALL,AEGISCHEM
733,NIFTY MID-SMALL,AETHER
734,NIFTY MID-SMALL,AFFLE
735,NIFTY MID-SMALL,AIAENG
736,NIFTY MID-SMALL,AJANTPHARM
737,NIFTY MID-SMALL,ALKYLAMINE
738,NIFTY MID-SMALL,ALLCARGO
739,NIFTY MID-SMALL,ALOKINDS
740,NIFTY MID-SMALL,AMBER
741,NIFTY MID-SMALL,ANGELONE
742,NIFTY MID-SMALL,ANURAS
743,NIFTY MID-SMALL,APARINDS
744,NIFTY MID-SMALL,APLLTD
745,NIFTY MID-SMALL,APTUS
746,NIFTY MID-SMALL,ARE&M
747,NIFTY MID-SMALL,ASAHIINDIA
748,NIFTY MID-SMALL,ASTERDM
749,NIFTY MID-SMALL,AVANTIFEED
750,NIFTY MID-SMALL,BALAMINES
751,NIFTY MID-SMALL,BAYERCROP
752,NIFTY MID-SMALL,BBTC
753,NIFTY MID-SMALL,BCG
754,NIFTY MID-SMALL,BEML
755,NIFTY MID-SMALL,BIKAJI
756,NIFTY MID-SMALL,BIRLACORPN
757,NIFTY MID-SMALL,BLS
758,NIFTY MID-SMALL,BLUEDART
759,NIFTY MID-SMALL,BLUESTARCO
760,NIFTY MID-SMALL,BORORENEW
761,NIFTY MID-SMALL,BRIGADE
762,NIFTY MID-SMALL,BSE
763,NIFTY MID-SMALL,CAMPUS
764,NIFTY MID-SMALL,CAMS
765,NIFTY MID-SMALL,CARBORUNIV
766,NIFTY MID-SMALL,CASTROLIND
767,NIFTY MID-SMALL,CCL
768,NIFTY MID-SMALL,CDSL
769,NIFTY MID-SMALL,CEATLTD
770,NIFTY MID-SMALL,CENTRALBK
771,NIFTY MID-SMALL,CENTURYPLY
772,NIFTY MID-SMALL,CENTURYTEX
773,NIFTY MID-SMALL,CERA
774,NIFTY MID-SMALL,CESC
775,NIFTY MID-SMALL,CGCL
776,NIFTY MID-SMALL,CHALET
777,NIFTY MID-SMALL,CHEMPLASTS
778,NIFTY MID-SMALL,CHOLAHLDNG
779,NIFTY MID-SMALL,CIEINDIA
780,NIFTY MID-SMALL,CLEAN
781,NIFTY MID-SMALL,COCHINSHIP
782,NIFTY MID-SMALL,CONCORDBIO
783,NIFTY MID-SMALL,CRAFTSMAN
784,NIFTY MID-SMALL,CREDITACC
785,NIFTY MID-SMALL,CRISIL
786,NIFTY MID-SMALL,CSBBANK
787,NIFTY MID-SMALL,CYIENT
788,NIFTY MID-SMALL,DATAPATTNS
789,NIFTY MID-SMALL,DCMSHRIRAM
790,NIFTY MID-SMALL,DEEPAKFERT
791,NIFTY MID-SMALL,EASEMYTRIP
792,NIFTY MID-SMALL,ECLERX
793,NIFTY MID-SMALL,EIDPARRY
794,NIFTY MID-SMALL,EIHOTEL
795,NIFTY MID-SMALL,ELGIEQUIP
796,NIFTY MID-SMALL,EMAMILTD
797,NIFTY MID-SMALL,ENDURANCE
798,NIFTY MID-SMALL,ENGINERSIN
799,NIFTY MID-SMALL,EPIGRAL
800,NIFTY MID-SMALL,EPL
801,NIFTY MID-SMALL,EQUITASBNK
802,NIFTY MID-SMALL,ERIS
803,NIFTY MID-SMALL,FDC
804,NIFTY MID-SMALL,FINCABLES
805,NIFTY MID-SMALL,FINEORG
806,NIFTY MID-SMALL,FINPIPE
807,NIFTY MID-SMALL,FIVESTAR
808,NIFTY MID-SMALL,FSL
809,NIFTY MID-SMALL,GAEL
810,NIFTY MID-SMALL,GALAXYSURF
811,NIFTY MID-SMALL,GESHIP
812,NIFTY MID-SMALL,GICRE
813,NIFTY MID-SMALL,GILLETTE
814,NIFTY MID-SMALL,GLAXO
815,NIFTY MID-SMALL,GLS
816,NIFTY MID-SMALL,GMMPFAUDLR
817,NIFTY MID-SMALL,GOCOLORS
818,NIFTY MID-SMALL,GODFRYPHLP
819,NIFTY MID-SMALL,GODREJIND
820,NIFTY MID-SMALL,GPIL
821,NIFTY MID-SMALL,GPPL
822,NIFTY MID-SMALL,GRAPHITE
823,NIFTY MID-SMALL,GRINDWELL
824,NIFTY MID-SMALL,GRINFRA
825,NIFTY MID-SMALL,GSFC
826,NIFTY MID-SMALL,GSPL
827,NIFTY MID-SMALL,GUJALKALI
828,NIFTY MID-SMALL,HAPPSTMNDS
829,NIFTY MID-SMALL,HEG
830,NIFTY MID-SMALL,HFCL
831,NIFTY MID-SMALL,HINDZINC
832,NIFTY MID-SMALL,HLEGLAS
833,NIFTY MID-SMALL,HOMEFIRST
834,NIFTY MID-SMALL,HONAUT
835,NIFTY MID-SMALL,HUDCO
836,NIFTY MID-SMALL,IBULHSGFIN
837,NIFTY MID-SMALL,IDBI
838,NIFTY MID-SMALL,IIFL
839,NIFTY MID-SMALL,INDIGOPNTS
840,NIFTY MID-SMALL,INFIBEAM
841,NIFTY MID-SMALL,INGERRAND
842,NIFTY MID-SMALL,INTELLECT
843,NIFTY MID-SMALL,IOB
844,NIFTY MID-SMALL,IRB
845,NIFTY MID-SMALL,IRCON
846,NIFTY MID-SMALL,ISEC
847,NIFTY MID-SMALL,ITI
848,NIFTY MID-SMALL,JAMNAAUTO
849,NIFTY MID-SMALL,JBCHEPHARM
850,NIFTY MID-SMALL,JBMA
851,NIFTY MID-SMALL,JINDALSAW
852,NIFTY MID-SMALL,JKLAKSHMI
853,NIFTY MID-SMALL,JKPAPER
854,NIFTY MID-SMALL,JMFINANCIL
855,NIFTY MID-SMALL,JSL
856,NIFTY MID-SMALL,JUBLINGREA
857,NIFTY MID-SMALL,JUBLPHARMA
858,NIFTY MID-SMALL,JUSTDIAL
859,NIFTY MID-SMALL,JYOTHYLAB
860,NIFTY MID-SMALL,KAJARIACER
861,NIFTY MID-SMALL,KALYANKJIL
862,NIFTY MID-SMALL,KANSAINER
863,NIFTY MID-SMALL,KARURVYSYA
864,NIFTY MID-SMALL,KAYNES
865,NIFTY MID-SMALL,KEC
866,NIFTY MID-SMALL,KEI
867,NIFTY MID-SMALL,KFINTECH
868,NIFTY MID-SMALL,KIMS
869,NIFTY MID-SMALL,KNRCON
870,NIFTY MID-SMALL,KPIL
871,NIFTY MID-SMALL,KPRMILL
872,NIFTY MID-SMALL,KRBL
873,NIFTY MID-SMALL,KSB
874,NIFTY MID-SMALL,LATENTVIEW
875,NIFTY MID-SMALL,LAXMIMACH
876,NIFTY MID-SMALL,LEMONTREE
877,NIFTY MID-SMALL,LINDEINDIA
878,NIFTY MID-SMALL,LUXIND
879,NIFTY MID-SMALL,LXCHEM
880,NIFTY MID-SMALL,MAHABANK
881,NIFTY MID-SMALL,MAHLIFE
882,NIFTY MID-SMALL,MANYAVAR
883,NIFTY MID-SMALL,MAPMYINDIA
884,NIFTY MID-SMALL,MASTEK
885,NIFTY MID-SMALL,MEDANTA
886,NIFTY MID-SMALL,MEDPLUS
887,NIFTY MID-SMALL,METROBRAND
888,NIFTY MID-SMALL,MHRIL
889,NIFTY MID-SMALL,MINDACORP
890,NIFTY MID-SMALL,MMTC
891,NIFTY MID-SMALL,MOTILALOFS
892,NIFTY MID-SMALL,MRPL
893,NIFTY MID-SMALL,MTARTECH
894,NIFTY MID-SMALL,NAM-INDIA
895,NIFTY MID-SMALL,NATCOPHARM
896,NIFTY MID-SMALL,NAZARA
897,NIFTY MID-SMALL,NBCC
898,NIFTY MID-SMALL,NCC
899,NIFTY MID-SMALL,NETWORK18
900,NIFTY MID-SMALL,NH
901,NIFTY MID-SMALL,NIACL
902,NIFTY MID-SMALL,NLCINDIA
903,NIFTY MID-SMALL,NSLNISP
904,NIFTY MID-SMALL,NUVOCO
905,NIFTY MID-SMALL,OLECTRA
906,NIFTY MID-SMALL,ORIENTELEC
907,NIFTY MID-SMALL,PCBL
908,NIFTY MID-SMALL,PFIZER
909,NIFTY MID-SMALL,PGHL
910,NIFTY MID-SMALL,PHOENIXLTD
911,NIFTY MID-SMALL,PNBHOUSING
912,NIFTY MID-SMALL,PNCINFRA
913,NIFTY MID-SMALL,POLYMED
914,NIFTY MID-SMALL,POLYPLEX
915,NIFTY MID-SMALL,POWERINDIA
916,NIFTY MID-SMALL,PPLPHARMA
917,NIFTY MID-SMALL,PRAJIND
918,NIFTY MID-SMALL,PRINCEPIPE
919,NIFTY MID-SMALL,PRSMJOHNSN
920,NIFTY MID-SMALL,QUESS
921,NIFTY MID-SMALL,RADICO
922,NIFTY MID-SMALL,RAIN
923,NIFTY MID-SMALL,RAINBOW
924,NIFTY MID-SMALL,RAJESHEXPO
925,NIFTY MID-SMALL,RALLIS
926,NIFTY MID-SMALL,RATNAMANI
927,NIFTY MID-SMALL,RAYMOND
928,NIFTY MID-SMALL,RBA
929,NIFTY MID-SMALL,RCF
930,NIFTY MID-SMALL,REDINGTON
931,NIFTY MID-SMALL,RELAXO
932,NIFTY MID-SMALL,RENUKA
933,NIFTY MID-SMALL,RHIM
934,NIFTY MID-SMALL,RITES
935,NIFTY MID-SMALL,ROSSARI
936,NIFTY MID-SMALL,ROUTE
937,NIFTY MID-SMALL,RTNINDIA
938,NIFTY MID-SMALL,SAFARI
939,NIFTY MID-SMALL,SANOFI
940,NIFTY MID-SMALL,SAPPHIRE
941,NIFTY MID-SMALL,SAREGAMA
942,NIFTY MID-SMALL,SCHAEFFLER
943,NIFTY MID-SMALL,SFL
944,NIFTY MID-SMALL,SHARDACROP
945,NIFTY MID-SMALL,SHOPERSTOP
946,NIFTY MID-SMALL,SHYAMMETL
947,NIFTY MID-SMALL,SJVN
948,NIFTY MID-SMALL,SKFINDIA
949,NIFTY MID-SMALL,SOBHA
950,NIFTY MID-SMALL,SOLARINDS
951,NIFTY MID-SMALL,SONATSOFTW
952,NIFTY MID-SMALL,SPARC
953,NIFTY MID-SMALL,STARHEALTH
954,NIFTY MID-SMALL,STLTECH
955,NIFTY MID-SMALL,SUMICHEM
956,NIFTY MID-SMALL,SUNDARMFIN
957,NIFTY MID-SMALL,SUNDRMFAST
958,NIFTY MID-SMALL,SUNTECK
959,NIFTY MID-SMALL,SUPRAJIT
960,NIFTY MID-SMALL,SUPREMEIND
961,NIFTY MID-SMALL,SUVENPHAR
962,NIFTY MID-SMALL,SWANENERGY
963,NIFTY MID-SMALL,SWSOLAR
964,NIFTY MID-SMALL,SYMPHONY
965,NIFTY MID-SMALL,SYRMA
966,NIFTY MID-SMALL,TANLA
967,NIFTY MID-SMALL,TATAINVEST
968,NIFTY MID-SMALL,TEAMLEASE
969,NIFTY MID-SMALL,TEJASNET
970,NIFTY MID-SMALL,THERMAX
971,NIFTY MID-SMALL,TIMKEN
972,NIFTY MID-SMALL,TRIDENT
973,NIFTY MID-SMALL,TRITURBINE
974,NIFTY MID-SMALL,TRIVENI
975,NIFTY MID-SMALL,TTKPRESTIG
976,NIFTY MID-SMALL,TTML
977,NIFTY MID-SMALL,TV18BRDCST
978,NIFTY MID-SMALL,UCOBANK
979,NIFTY MID-SMALL,UJJIVANSFB
980,NIFTY MID-SMALL,UNOMINDA
981,NIFTY MID-SMALL,USHAMART
982,NIFTY MID-SMALL,UTIAMC
983,NIFTY MID-SMALL,VAIBHAVGBL
984,NIFTY MID-SMALL,VARROC
985,NIFTY MID-SMALL,VGUARD
986,NIFTY MID-SMALL,VIJAYA
987,NIFTY MID-SMALL,VINATIORGA
988,NIFTY MID-SMALL,VIPIND
989,NIFTY MID-SMALL,VMART
990,NIFTY MID-SMALL,VTL
991,NIFTY MID-SMALL,WELCORP
992,NIFTY MID-SMALL,WELSPUNLIV
993,NIFTY MID-SMALL,WESTLIFE
994,NIFTY MID-SMALL,WHIRLPOOL
995,NIFTY MID-SMALL,ZENSARTECH
996,NIFTY MID-SMALL,ZFCVINDIA
997,NIFTY MID-SMALL,ZYDUSWELL
998,NIFTY BANK,AUBANK
999,NIFTY BANK,AXISBANK
1000,NIFTY BANK,BANDHANBNK
1001,NIFTY BANK,BANKBARODA
1002,NIFTY BANK,FEDERALBNK
1003,NIFTY BANK,HDFCBANK
1004,NIFTY BANK,ICICIBANK
1005,NIFTY BANK,IDFCFIRSTB
1006,NIFTY BANK,INDUSINDBK
1007,NIFTY BANK,KOTAKBANK
1008,NIFTY BANK,PNB
1009,NIFTY BANK,SBIN
1010,NIFTY FNO,ADANIENT
1011,NIFTY FNO,ADANIPORTS
1012,NIFTY FNO,APOLLOHOSP
1013,NIFTY FNO,ASIANPAINT
1014,NIFTY FNO,AXISBANK
1015,NIFTY FNO,BAJAJ-AUTO
1016,NIFTY FNO,BAJAJFINSV
1017,NIFTY FNO,BAJFINANCE
1018,NIFTY FNO,BHARTIARTL
1019,NIFTY FNO,BPCL
1020,NIFTY FNO,BRITANNIA
1021,NIFTY FNO,CIPLA
1022,NIFTY FNO,COALINDIA
1023,NIFTY FNO,DIVISLAB
1024,NIFTY FNO,DRREDDY
1025,NIFTY FNO,EICHERMOT
1026,NIFTY FNO,GRASIM
1027,NIFTY FNO,HCLTECH
1028,NIFTY FNO,HDFCBANK
1029,NIFTY FNO,HDFCLIFE
1030,NIFTY FNO,HEROMOTOCO
1031,NIFTY FNO,HINDALCO
1032,NIFTY FNO,HINDUNILVR
1033,NIFTY FNO,ICICIBANK
1034,NIFTY FNO,INDUSINDBK
1035,NIFTY FNO,INFY
1036,NIFTY FNO,ITC
1037,NIFTY FNO,JSWSTEEL
1038,NIFTY FNO,KOTAKBANK
1039,NIFTY FNO,LT
1040,NIFTY FNO,LTIM
1041,NIFTY FNO,M&M
1042,NIFTY FNO,MARUTI
1043,NIFTY FNO,NESTLEIND
1044,NIFTY FNO,NTPC
1045,NIFTY FNO,ONGC
1046,NIFTY FNO,POWERGRID
1047,NIFTY FNO,RELIANCE
1048,NIFTY FNO,SBILIFE
1049,NIFTY FNO,SBIN
1050,NIFTY FNO,SUNPHARMA
1051,NIFTY FNO,TATACONSUM
1052,NIFTY FNO,TATAMOTORS
1053,NIFTY FNO,TATASTEEL
1054,NIFTY FNO,TCS
1055,NIFTY FNO,TECHM
1056,NIFTY FNO,TITAN
1057,NIFTY FNO,ULTRACEMCO
1058,NIFTY FNO,UPL
1059,NIFTY FNO,WIPRO
1060,NIFTY FNO,ABB
1061,NIFTY FNO,AMBUJACEM
1062,NIFTY FNO,BANKBARODA
1063,NIFTY FNO,BEL
1064,NIFTY FNO,BERGEPAINT
1065,NIFTY FNO,BOSCHLTD
1066,NIFTY FNO,CANBK
1067,NIFTY FNO,CHOLAFIN
1068,NIFTY FNO,COLPAL
1069,NIFTY FNO,DABUR
1070,NIFTY FNO,DLF
1071,NIFTY FNO,GAIL
1072,NIFTY FNO,GODREJCP
1073,NIFTY FNO,HAL
1074,NIFTY FNO,HAVELLS
1075,NIFTY FNO,ICICIGI
1076,NIFTY FNO,ICICIPRULI
1077,NIFTY FNO,INDIGO
1078,NIFTY FNO,IOC
1079,NIFTY FNO,IRCTC
1080,NIFTY FNO,JINDALSTEL
1081,NIFTY FNO,MARICO
1082,NIFTY FNO,MCDOWELL_N
1083,NIFTY FNO,MOTHERSON
1084,NIFTY FNO,MUTHOOTFIN
1085,NIFTY FNO,NAUKRI
1086,NIFTY FNO,PIDILITIND
1087,NIFTY FNO,PIIND
1088,NIFTY FNO,PNB
1089,NIFTY FNO,SBICARD
1090,NIFTY FNO,SHREECEM
1091,NIFTY FNO,SHRIRAMFIN
1092,NIFTY FNO,SIEMENS
1093,NIFTY FNO,SRF
1094,NIFTY FNO,TATAPOWER
1095,NIFTY FNO,TORNTPHARM
1096,NIFTY FNO,TRENT
1097,NIFTY FNO,TVSMOTOR
1098,NIFTY FNO,VEDL
1099,NIFTY FNO,ZYDUSLIFE
1100,NIFTY FNO,ABCAPITAL
1101,NIFTY FNO,ABFRL
1102,NIFTY FNO,ACC
1103,NIFTY FNO,ALKEM
1104,NIFTY FNO,APOLLOTYRE
1105,NIFTY FNO,ASHOKLEY
1106,NIFTY FNO,ASTRAL
1107,NIFTY FNO,AUBANK
1108,NIFTY FNO,AUROPHARMA
1109,NIFTY FNO,BALKRISIND
1110,NIFTY FNO,BANDHANBNK
1111,NIFTY FNO,BATAINDIA
1112,NIFTY FNO,BHARATFORG
1113,NIFTY FNO,BHEL
1114,NIFTY FNO,BIOCON
1115,NIFTY FNO,COFORGE
1116,NIFTY FNO,CONCOR
1117,NIFTY FNO,COROMANDEL
1118,NIFTY FNO,CROMPTON
1119,NIFTY FNO,CUMMINSIND
1120,NIFTY FNO,DALBHARAT
1121,NIFTY FNO,DEEPAKNTR
1122,NIFTY FNO,DIXON
1123,NIFTY FNO,ESCORTS
1124,NIFTY FNO,FEDERALBNK
1125,NIFTY FNO,GODREJPROP
1126,NIFTY FNO,GUJGASLTD
1127,NIFTY FNO,HDFCAMC
1128,NIFTY FNO,HINDPETRO
1129,NIFTY FNO,IDEA
1130,NIFTY FNO,IDFCFIRSTB
1131,NIFTY FNO,IGL
1132,NIFTY FNO,INDHOTEL
1133,NIFTY FNO,INDUSTOWER
1134,NIFTY FNO,IPCALAB
1135,NIFTY FNO,JUBLFOOD
1136,NIFTY FNO,L_TFH
1137,NIFTY FNO,LALPATHLAB
1138,NIFTY FNO,LAURUSLABS
1139,NIFTY FNO,LICHSGFIN
1140,NIFTY FNO,LTTS
1141,NIFTY FNO,LUPIN
1142,NIFTY FNO,M&MFIN
1143,NIFTY FNO,MFSL
1144,NIFTY FNO,MPHASIS
1145,NIFTY FNO,MRF
1146,NIFTY FNO,NAVINFLUOR
1147,NIFTY FNO,NMDC
1148,NIFTY FNO,OBEROIRLTY
1149,NIFTY FNO,PAGEIND
1150,NIFTY FNO,PEL
1151,NIFTY FNO,PERSISTENT
1152,NIFTY FNO,PETRONET
1153,NIFTY FNO,PFC
1154,NIFTY FNO,POLYCAB
1155,NIFTY FNO,RAMCOCEM
1156,NIFTY FNO,RECLTD
1157,NIFTY FNO,SAIL
1158,NIFTY FNO,SUNTV
1159,NIFTY FNO,SYNGENE
1160,NIFTY FNO,TATACHEM
1161,NIFTY FNO,TATACOMM
1162,NIFTY FNO,UBL
1163,NIFTY FNO,VOLTAS
1164,NIFTY FNO,ZEEL
1165,NIFTY FNO,AARTIIND
1166,NIFTY FNO,ABBOTINDIA
1167,NIFTY FNO,ATUL
1168,NIFTY FNO,BALRAMCHIN
1169,NIFTY FNO,BSOFT
1170,NIFTY FNO,CANFINHOME
1171,NIFTY FNO,CHAMBLFERT
1172,NIFTY FNO,CUB
1173,NIFTY FNO,DELTACORP
1174,NIFTY FNO,EXIDEIND
1175,NIFTY FNO,GLENMARK
1176,NIFTY FNO,GMRINFRA
1177,NIFTY FNO,GNFC
1178,NIFTY FNO,GRANULES
1179,NIFTY FNO,HINDCOPPER
1180,NIFTY FNO,IDFC
1181,NIFTY FNO,IEX
1182,NIFTY FNO,INDIACEM
1183,NIFTY FNO,INDIAMART
1184,NIFTY FNO,JKCEMENT
1185,NIFTY FNO,MANAPPURAM
1186,NIFTY FNO,MCX
1187,NIFTY FNO,METROPOLIS
1188,NIFTY FNO,MGL
1189,NIFTY FNO,NATIONALUM
1190,NIFTY FNO,OFSS
1191,NIFTY FNO,PVRINOX
1192,NIFTY FNO,RBLBANK
1193,INDICES,NIMI150
1194,NIFTY FNO,BANKNIFTY24JANFUT
1195,NIFTY FNO,FINNIFTY24JANFUT
1196,NIFTY FNO,NIFTY24JANFUT
1197,INDICES,FINNIFTY
1198,INDICES,NIFTY
1199,INDICES,BANKNIFTY
1200,INDICES,NIFTYIT
